Name,TeamAbbrev,Game Info,Position,Salary,projPoints,variance,Ownership,Leverage,inPool,PassingC/A,PassingYds,PassingTDs,PassingInts,TeamTotalRushingAtt,%RushingAtt,RushingAtt,TeamTotalRushingYds,%RushingYds,RushingYds,TeamTotalRushingTDs,%RushingTDs,RushingTDs,ReceivingTGTS,TeamTotalReceivingRec,%ReceivingRec,ReceivingRec,TeamTotalReceivingYds,%ReceivingYds,ReceivingYds,TeamTotalReceivingTDs,%ReceivingTDs,ReceivingTDs,ReceivingTGTS,Roster Position,ID
Jets,NYJ,WAS@NYJ 12/24/2023 01:00PM ET,DST,3100.0,9.4,39.013244936834255,13.6,0.800327625728991,1,0,0.0,0.0,0.0,28.610000000000003,0.0,0.0,125.24,0.0,0.0,0.76,0.0,0.0,0.0,18.39,0.0,0.0,205.62,0.0,0.0,1.1900000000000002,0.0,0.0,0.0,DST,31794862
Cowboys,DAL,DAL@MIA 12/24/2023 04:25PM ET,DST,3000.0,5.6,25.345197964301086,0.9,1.8940952781852403,1,0,0.0,0.0,0.0,25.83,0.0,0.0,115.25999999999999,0.0,0.0,0.77,0.0,0.0,0.0,24.65,0.0,0.0,264.59000000000003,0.0,0.0,1.75,0.0,0.0,0.0,DST,31794863
Jaguars,JAX,JAX@TB 12/24/2023 04:05PM ET,DST,2900.0,7.0,32.88499538798665,4.3,1.0847872413433814,1,0,0.0,0.0,0.0,27.35,0.0,0.0,116.74,0.0,0.0,0.88,0.0,0.0,0.0,22.72,0.0,0.0,253.13,0.0,0.0,1.47,0.0,0.0,0.0,DST,31794864
Bears,CHI,ARI@CHI 12/24/2023 04:25PM ET,DST,2800.0,7.1,29.63648371783818,8.7,0.4788634192753862,1,0,0.0,0.0,0.0,30.71,0.0,0.0,138.68,0.0,0.0,1.01,0.0,0.0,0.0,19.39,0.0,0.0,213.15,0.0,0.0,1.38,0.0,0.0,0.0,DST,31794865
Cardinals,ARI,ARI@CHI 12/24/2023 04:25PM ET,DST,2700.0,7.3,29.610271113276607,8.4,0.5317152431658416,1,0,0.0,0.0,0.0,28.59,0.0,0.0,126.63,0.0,0.0,0.9400000000000001,0.0,0.0,0.0,20.88,0.0,0.0,220.78,0.0,0.0,1.05,0.0,0.0,0.0,DST,31794866
Dolphins,MIA,DAL@MIA 12/24/2023 04:25PM ET,DST,2700.0,6.5,38.63517673952817,9.9,0.500023799555473,1,0,0.0,0.0,0.0,26.9,0.0,0.0,128.35,0.0,0.0,1.0,0.0,0.0,0.0,23.3,0.0,0.0,273.56,0.0,0.0,1.73,0.0,0.0,0.0,DST,31794867
Buccaneers,TB,JAX@TB 12/24/2023 04:05PM ET,DST,2600.0,7.0,32.88499538798665,8.7,0.5361592112386828,1,0,0.0,0.0,0.0,27.71,0.0,0.0,113.07000000000001,0.0,0.0,0.76,0.0,0.0,0.0,21.209999999999997,0.0,0.0,236.56,0.0,0.0,1.39,0.0,0.0,0.0,DST,31794868
Titans,TEN,SEA@TEN 12/24/2023 01:00PM ET,DST,2600.0,7.0,32.88499538798665,4.9,0.9519561505666407,1,0,0.0,0.0,0.0,28.15,0.0,0.0,121.06,0.0,0.0,0.8899999999999999,0.0,0.0,0.0,19.49,0.0,0.0,222.86,0.0,0.0,1.05,0.0,0.0,0.0,DST,31794869
Vikings,MIN,DET@MIN 12/24/2023 01:00PM ET,DST,2500.0,5.9,31.591694871599064,1.3,2.2929294646505634,1,0,0.0,0.0,0.0,25.73,0.0,0.0,108.06,0.0,0.0,0.87,0.0,0.0,0.0,23.26,0.0,0.0,261.66,0.0,0.0,1.52,0.0,0.0,0.0,DST,31794870
Panthers,CAR,GB@CAR 12/24/2023 01:00PM ET,DST,2400.0,7.1,29.63648371783818,7.4,0.562988074012954,1,0,0.0,0.0,0.0,29.76,0.0,0.0,130.04000000000002,0.0,0.0,0.76,0.0,0.0,0.0,18.830000000000002,0.0,0.0,182.96,0.0,0.0,0.9299999999999999,0.0,0.0,0.0,DST,31794871
